"chrom" "TCN" "A" "B" "Seglength" "n_mut_A" "n_mut_B" "n_mut_total" "density_total_mean" "density_A_mean" "density_B_mean" "density_total_lower" "density_total_upper" "density_A_lower" "density_A_upper" "density_B_lower" "density_B_upper" "p_total_to_mrca" "p_A_to_mrca" "p_B_to_mrca" "p_adj_total_to_mrca" "p_adj_A_to_mrca" "p_adj_B_to_mrca" "MRCA_qual" "p_A_to_eca" "p_B_to_eca" "p_adj_A_to_eca" "p_adj_B_to_eca" "A_time" "B_time"
"11" "16" 3 2 1 29010125 14.8 13.3333333333333 13.3333333333333 0.459609647781019 0.510166709036931 0.459609647781019 0.246976771544808 0.780801596750163 0.284258824230702 0.84421383333609 0.246976771544808 0.780801596750163 0.435124414956648 0.333075958377023 NA 1 1 NA "PASS" 9.57285956045515e-18 NA 1.91457191209103e-17 NA "MRCA" NA
"12" "17" 4 2 2 61917814 0.980000000000001 0.980000000000001 24.5 0.395685803765617 0.0158274321506247 0.0158274321506247 0.254812907822191 0.586390148310838 0.000375691820307096 0.0894235284012158 0.000375691820307096 0.0894235284012158 0.268536515429006 1.07306435982486e-12 NA 1 3.75572525938702e-11 NA "PASS" 0.477848060308257 NA 1 NA "ECA" "ECA"
"13" "19" 2 1 1 35943376 19 19 19 0.528609221348601 0.528609221348601 0.528609221348601 0.318257282353409 0.825488779117065 0.318257282353409 0.825488779117065 0.318257282353409 0.825488779117065 0.203425087118877 NA NA 1 NA NA "PASS" NA NA NA NA NA NA
"14" "19" 3 2 1 18411788 1.05 10 10 0.543130303260064 0.0570286818423066 0.543130303260064 0.260452091678029 0.998835965416166 0.00167777682262689 0.307309669550092 0.260452091678029 0.998835965416166 0.21543928953356 0.00237193285981775 NA 1 0.0687860529347149 NA "PASS" 0.0226169599518206 NA 0.0226169599518206 NA "ECA/MRCA" NA
"15" "2" 2 1 1 166684302 80 80 80 0.479949215613597 0.479949215613597 0.479949215613597 0.380569878685939 0.59733834423975 0.380569878685939 0.59733834423975 0.380569878685939 0.59733834423975 0.269678171235877 NA NA 1 NA NA "PASS" NA NA NA NA NA NA
"16" "2" 3 2 1 65778494 2.7 30 30 0.456076115090139 0.0410468503581125 0.456076115090139 0.307712639657286 0.651077013025073 0.00750531700601132 0.126378345803269 0.307712639657286 0.651077013025073 0.426295304187139 8.79996352918969e-11 NA 1 2.9039879646326e-09 NA "PASS" 0.0516099963866097 NA 0.722539949412536 NA "ECA" NA
"17" "20" 3 2 1 58269237 0 20.6666666666667 20.6666666666667 0.354675429621065 0 0.354675429621065 0.218602558439071 0.543977693402128 0 0.0633074954132991 0.218602558439071 0.543977693402128 0.130941761913342 5.34244025534543e-12 NA 1 1.81642968681745e-10 NA "PASS" 0.498662439099872 NA 1 NA "ECA" NA
"18" "21" 3 2 1 32689854 1.05 14 14 0.428267437352275 0.0321200578014205 0.428267437352275 0.234137793221732 0.718559988730313 0.000944968159524968 0.173084911486798 0.234137793221732 0.718559988730313 0.493711338102541 6.84018780350079e-06 NA 1 0.000212045821908524 NA "PASS" 0.0629693221203672 NA 0.818601187564774 NA "ECA" NA
"19" "22" 2 1 1 25249695 8 8 8 0.316835510290322 0.316835510290322 0.316835510290322 0.136787085022156 0.624292262547857 0.136787085022156 0.624292262547857 0.136787085022156 0.624292262547857 0.201363046061287 NA NA 1 NA NA "PASS" NA NA NA NA NA NA
"20" "3" 2 1 1 188579769 86 86 86 0.456040435599431 0.456040435599431 0.456040435599431 0.364773483438566 0.563206228033651 0.364773483438566 0.563206228033651 0.364773483438566 0.563206228033651 0.429679467167211 NA NA 1 NA NA "PASS" NA NA NA NA NA NA
"21" "4" 2 2 0 186534875 0 0 102 0.546814637209262 0 0 0.44586198797296 0.663795660782086 0 0.019775816474608 0 0.019775816474608 0.0295292713684407 6.4190048950393e-36 NA 0.797290326947898 2.69598205591651e-34 NA "PASS" 0.118361932459636 NA 1 NA "ECA" NA
"22" "5" 3 2 1 175185653 3.21 71.3333333333333 71.3333333333333 0.407187073323483 0.0183234182995568 0.407187073323483 0.318211888565348 0.513333566608178 0.0040595407910942 0.051840188172143 0.318211888565348 0.513333566608178 0.210758403213281 5.24726028705772e-29 NA 1 2.09890411482309e-27 NA "PASS" 0.177370385930892 NA 1 NA "ECA" NA
"23" "6" 3 2 1 166410758 1.34 89.3333333333333 89.3333333333333 0.536824267895789 0.00805236401843684 0.536824267895789 0.431300342646767 0.660353515274315 0.000451889592245291 0.0369598077691535 0.431300342646767 0.660353515274315 0.0559853603139811 2.16482132297679e-30 NA 1 8.87576742420483e-29 NA "PASS" 0.41383412492763 NA 1 NA "ECA" NA
"24" "7" 3 2 1 24548627 0 11.3333333333333 11.3333333333333 0.461668725233934 0 0.461668725233934 0.233259751961079 0.819183385625747 0 0.150268259569626 0.233259751961079 0.819183385625747 0.428331397281402 1.65503696629571e-05 NA 1 0.000496511089888713 NA "PASS" 0.256679635481245 NA 1 NA "ECA" NA
"25" "7" 4 2 2 71691381 0.930000000000001 0.930000000000001 31 0.432409022780577 0.0129722706834173 0.0129722706834173 0.293800951876514 0.613770091878252 0.000258812257521499 0.0760161713549247 0.000258812257521499 0.0760161713549247 0.456032362005282 1.47300388667364e-14 NA 1 5.45011438069247e-13 NA "PASS" 0.426496804027172 NA 1 NA "ECA" "ECA"
"26" "8" 2 1 1 139612646 77 77 77 0.551525969932552 0.551525969932552 0.551525969932552 0.435255670567597 0.689312832736677 0.435255670567597 0.689312832736677 0.435255670567597 0.689312832736677 0.0406546093088841 NA NA 1 NA NA "PASS" NA NA NA NA NA NA
"27" "9" 2 1 1 108289352 35 35 35 0.323208139614687 0.323208139614687 0.323208139614687 0.225126311611134 0.449504281538992 0.225126311611134 0.449504281538992 0.225126311611134 0.449504281538992 0.0263533037427677 NA NA 0.737892504797494 NA NA "PASS" NA NA NA NA NA NA
